duration,enum,ignore,ignore_2,person_id,wereda,treatmentcontrol,age,ketena,relationship,education,partner_education,norms_1_treatment,norms_2_treatment,femaletrait_treatment,femaletrait_treatment_recode_1,femaletrait_treatment_recode_2,femaletrait_treatment_recode_3,femaletrait_treatment_recode_mean,ideal_employee_treatment,ideal_employee_treatment_1,ideal_employee_treatment_2,ideal_employee_treatment_3,ideal_employee_treatment_4,ideal_employee_treatment_5,ideal_employee_treatment_6,ideal_employee_treatment_98,employed_treatment,job_treatment,previous_job_treatment,previous_job_treatment_id,job_id_treatment_total,partner_employed_treatment,partner_job_treatment,partner_job_treatment_id,coworker_classmate_treatment,previous_coworker_classmate_treatment,coworker_classmate_treatment_total,supervisor_treatment,previous_supervisor_treatment,supervisor_treatment_total,values_1,values_2,values_3,values_4,attitudes_grt_1,attitudes_grt_4,attitudes_grt_3,gender_att_exp_1,attitudes_grt_2,gender_att_exp_2,attitudes_force_1,attitudes_force_2,attitudes_force_3,attitudes_force_4,ideal_employee,ideal_employee_1,ideal_employee_2,ideal_employee_3,ideal_employee_4,ideal_employee_5,ideal_employee_6,ideal_employee_98,norms_1,norms_2,femaletrait,femaletrait_recode_1,femaletrait_recode_2,femaletrait_recode_3,femaletrait_recode_3_mean,employed,job,job_id,previous_job,previous_job_id,job_id_total,partner_employed,partner_job,partner_job_id,coworker_classmate,previous_coworker_classmate,coworker_classmate_total,supervisor,previous_supervisor,supervisor_total,norms_1_com,norms_2_com,femaletrait_recode_com,ideal_employee_com,employed_com,job_id_com,partner_employed_com,partner_job_id_com,supervisor_com,coworker_classmate_com,military,living_situation,chores,ses,ses_1,ses_2,ses_3,ses_4,ses_5,ses_6,ses_98
2171,1,0,0,11810504,1,0.451174467,38,9,1,2,97,0,0,Respect others,0,,,0,1 4 6,1,0,0,1,0,1,0,0,,Construction,6,6,0,,,,2,2,,0,0,1,2,2,2,0,-1,-1,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1 4 6,0,6,0,,0,2,1,,3,1 6,1,0,0,0,0,1,0
1894,1,0,0,11810921,1,0.262707576,37,2,1,3,3,-1,-1,Roll model /Perform exemplary,0,1,,0.5,2 4 5,0,1,0,1,1,0,0,1,sanitary,,,14.11,0,,,2,,2,2,,2,4,4,3,3,-1,0,-1,,1,,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.5,2 4 5,1,14.11,0,,2,2,1,,1,3,0,0,1,0,0,0,0
1299,1,0,0,11811047,1,0.94722169,40,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,98,0,-1,,98,,4,4,4,4,2 3 4,0,1,1,1,0,0,0,-1,1,,,,,,0,,,Street vender,7.11,7.11,0,,,,2,2,,2,2,-1,1,,2 3 4,0,7.11,0,,2,2,0,,3,1,1,0,0,0,0,0,0
1826,3,0,1,12310306,1,0.203055023,68,8,1,3,5,1,-1,Complete task well and they are personable,1,0,,0.5,1 2 6,1,1,0,0,0,1,0,0,,Mechanic and Driver,8,8,1,School administrator,16,,2,2,,0,0,4,4,2,4,98,0,0,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0.5,1 2 6,0,8,1,16,0,2,1,,3,1 2 3 5 6,1,1,1,0,1,1,0
1635,3,0,1,12310106,1,0.201216288,25,2,0,2,,0,0,,,,,,1 3,1,0,1,0,0,0,0,1,Water supply,,,5,,,,3,,3,2,,2,2,4,4,4,0,0,0,,0,,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,5,,,2,3,98,2,3,3,0,0,1,0,0,0,0
1923,3,0,1,12310358,1,0.03500481,40,3,1,3,2,0,0,"Quality work, Hard working and Obedience",1,1,0,0.666666667,2 3,0,1,1,0,0,0,0,0,,Day labor,97,97,1,Retail trade,7,,3,3,,2,2,4,98,4,4,98,0,-1,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.666666667,,0,97,1,7,2,3,1,,0,1 6,1,0,0,0,0,1,0
1747,3,0,1,12310158,1,0.124708683,,97,0,4,,0,0,,,,,,2 4,0,1,0,1,0,0,0,1,Construction (GLASS),,,6,,,,2,,2,0,,0,4,2,2,1,0,0,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,6,,,0,2,0,3,2,2 3 6,0,1,1,0,0,1,0
2405,3,0,1,12210473,1,0.573361634,28,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,0,,1,,4,4,4,4,1 4,1,0,0,1,0,0,0,-1,-1,Good service giving,0,,,0,0,,,Day labor,97,97,,,,,2,2,,0,0,-1,-1,0,,0,97,,,0,2,1,3,3,1 3,1,0,1,0,0,0,0
1523,3,0,1,12210470,1,0.708372291,31,8,1,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,0,-1,-1,,1,,2,2,2,4,98,0,0,0,0,0,0,1,98,-1,,,,,,1,Construction,6,,,6,0,,,2,,2,0,,0,98,-1,,98,1,6,0,,0,2,0,,1,1 3,1,0,1,0,0,0,0
2209,1,0,0,11810629,1,0.648241437,27,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,98,1,0,1,0,,1,,4,3,4,4,1 4 6,1,0,0,1,0,1,0,-1,0,Obedient and Punctual,0,0,,0,1,Broker,19.1,,,19.1,1,Domestic Worker,20,3,,3,0,,0,-1,0,0,1 4 6,1,19.1,1,20,0,3,1,,3,1 3 6,1,0,1,0,0,1,0
2452,1,0,0,11810488,1,0.40044625,35,9,1,97,3,-1,0,Humility and Problem solver,0,1,,0.5,3 4 6,0,0,1,1,0,1,0,1,Old repair shop,,,7.1,0,,,3,,3,2,,2,3,3,3,3,-1,1,0,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0.5,3 4 6,1,7.1,0,,2,3,0,,3,1 3,1,0,1,0,0,0,0
1398,1,0,0,11810119,1,0.208981809,31,3,0,3,,0,0,Consider situation and humble,1,0,,0.5,2 4 6,0,1,0,1,0,1,0,0,,Construction,6,6,,,,,2,2,,,,4,3,4,3,0,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5,2 4 6,0,6,,,,2,1,1,,1,1,0,0,0,0,0,0
1683,1,0,0,11811298,1,0.999309643,41,3,1,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,-1,1,0,,1,,3,2,4,4,2 4 6,0,1,0,1,0,1,0,1,0,empathetic,0,,,0,1,Driver,8,,,8,0,,,1,,1,1,,1,1,0,0,2 4 6,1,8,0,,1,1,0,,0,2 3,0,1,1,0,0,0,0
1136,1,0,0,11810455,1,0.695289686,44,97,1,97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,-1,1,0,,1,,3,4,3,4,1 3 4,1,0,1,1,0,0,0,-1,-1,choose their words wisely,0,,,0,1,Broker,19.1,,,19.1,1,Trade /Merchant,7,3,,3,1,,1,-1,-1,0,1 3 4,1,19.1,1,7,1,3,1,,0,2 3,0,1,1,0,0,0,0
1138,1,0,0,11810396,1,0.992934152,40,8,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,-1,0,-1,,1,,4,4,4,4,2 3 4,0,1,1,1,0,0,0,-1,-1,,,,,,1,Mechanic/garage,7.1,,,7.1,0,,,1,,1,2,,2,-1,-1,,2 3 4,1,7.1,0,,2,1,1,,1,2 3 4 6,0,1,1,1,0,1,0
1009,1,0,0,11811529,1,0.27809628,38,9,0,3,,-1,-1,Belief in equality,0,,,0,3 4 5,0,0,1,1,1,0,0,1,Construction,,,6,,,,2,,2,0,,0,1,1,3,3,-1,0,0,,1,,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,3 4 5,1,6,,,0,2,1,1,,3,0,0,1,0,0,0,0
933,1,0,0,11910072,1,0.887759107,47,97,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,0,0,0,,0,,4,4,4,4,1 2 6,1,1,0,0,0,1,0,-1,-1,"Honesty, hard worker and punctual",0,1,0,0.333333333,1,Garage /mechanic,7.1,,,7.1,1,Teacher,16,1,,1,2,,2,-1,-1,0.333333333,1 2 6,1,7.1,1,16,2,1,1,,0,2 3 4 5 6,0,1,1,1,1,1,0
1371,1,0,0,11910144,1,0.427621825,32,3,1,3,2,0,-1,provide quality service,0,,,0,1 2 6,1,1,0,0,0,1,0,1,Airport(baggage help),,,8,1,Manufacturing (cotton),3,3,,3,0,,0,3,3,3,4,-1,1,0,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,1 2 6,1,8,1,3,0,3,1,,3,3,0,0,1,0,0,0,0
1963,1,0,0,11910188,1,0.084398258,42,1,1,4,3,1,1,"Humble ,Care full/disciplined and mother",0,1,,0.5,2 3 4,0,1,1,1,0,0,0,1,Soldier,,,15.1,0,,,2,,2,0,,0,1,3,1,4,-1,1,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5,2 3 4,1,15.1,0,,0,2,1,,3,3,0,0,1,0,0,0,0
1675,3,0,1,12210654,1,0.972510181,40,9,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,-1,1,-1,,1,,4,2,4,4,1 5 6,1,0,0,0,1,1,0,-1,-1,,,,,,1,Trade,7,,,7,1,Retail trade,7,4,,4,2,,2,-1,-1,,1 5 6,1,7,1,7,2,4,1,,1,2 3,0,1,1,0,0,0,0
1217,3,0,1,12210032,1,0.925887736,30,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,-1,1,-1,,1,,2,4,4,4,1 2 6,1,1,0,0,0,1,0,-1,-1,"High humility, Complete task properly",0,1,,0.5,1,Day Laborer,97,,,97,0,,,2,,2,0,,0,-1,-1,0.5,1 2 6,1,97,0,,0,2,1,,1,3,0,0,1,0,0,0,0
1153,3,0,1,12210621,1,0.788589251,47,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,1,-1,,1,,4,4,4,4,1 2 3,1,1,1,0,0,0,0,0,-1,"Disciplined, Punctual & Respectful towards their Leaders",1,0,0,0.333333333,1,Guard,14.1,,,14.1,0,,,2,,2,0,,0,0,-1,0.333333333,1 2 3,1,14.1,0,,0,2,0,,3,3 6,0,0,1,0,0,1,0
1335,3,0,1,12210579,1,0.182758065,28,9,1,3,3,0,-1,They are tolerant & Complete task properly,0,1,,0.5,1 4 6,1,0,0,1,0,1,0,1,Cafe & Retail trade,,,9,1,Cafe & Retail trade,9,3,,3,1,,1,1,2,4,2,1,1,-1,,1,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0.5,1 4 6,1,9,1,9,1,3,1,,3,1 2,1,1,0,0,0,0,0
1206,3,0,1,12210197,1,0.664278315,25,1,1,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,98,1,-1,1,-1,,1,,4,4,1,4,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
1351,1,0,0,11910704,1,0.245617973,42,2,1,3,3,0,0,Respect customer,1,,,1,2 3 4,0,1,1,1,0,0,0,1,Soldier,,,15.1,0,,,2,,2,0,,0,4,3,4,4,-1,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2 3 4,1,15.1,0,,0,2,1,,3,1 2 3 6,1,1,1,0,0,1,0
1483,3,0,1,12210123,1,0.705863866,42,9,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,-1,0,-1,,1,,4,4,4,4,1 4 6,1,0,0,1,0,1,0,98,0,,,,,,0,,,Retail trade,7,7,1,School cafeteria,16,,3,3,,3,3,98,0,,1 4 6,0,7,1,16,3,3,1,,3,1 2 3,1,1,1,0,0,0,0
3304,1,0,0,11911349,1,0.570726982,58,3,1,4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4,-1,0,0,,0,,4,4,4,4,1 2 5,1,1,0,0,1,0,0,-1,1,"Well mannered,Hard worker and good planner",0,1,1,0.666666667,1,Guard,14.1,,,14.1,0,,,2,,2,0,,0,-1,1,0.666666667,1 2 5,1,14.1,0,,0,2,1,,1,1 3,1,0,1,0,0,0,0
1364,1,0,0,11510221,1,0.624515298,27,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,-1,1,-1,,1,,4,4,4,4,1 2,1,1,0,0,0,0,0,-1,-1,"Disciplined, takes the appropriate time, performs exemplary work",1,1,1,1,1,Manufacturing/cement,3,,,3,,,,2,,2,0,,0,-1,-1,1,,1,3,,,0,2,1,2,1,3 6,0,0,1,0,0,1,0
1392,2,1,0,11510591,1,0.567924316,66,9,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,98,1,-1,,1,,3,4,4,4,3 4,0,0,1,1,0,0,0,98,98,"Trustworthy, personable, completes quality work",0,0,1,0.333333333,1,Driver,8,,,8,0,,,1,,1,2,,2,98,98,0.333333333,,1,8,0,,2,1,0,,0,1 2 3,1,1,1,0,0,0,0
1789,2,1,0,11510114,1,0.465983053,48,4,1,2,97,0,0,98,,,,,1 4,1,0,0,1,0,0,0,1,Construction,,,6,0,,,2,,2,2,,2,4,98,98,2,0,1,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,6,0,,2,2,0,,0,2 3 6,0,1,1,0,0,1,0
1010,2,1,0,11510054,1,0.291355108,27,97,0,5,,0,0,"Humility, patience, cooperation/tolerance",0,0,0,0,2 4 6,0,1,0,1,0,1,0,1,Hair salon,,,19,,,,3,,3,2,,2,4,4,2,4,0,0,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2 4 6,1,19,,,2,3,1,1,,1 3 5 6,1,0,1,0,1,1,0
1817,2,1,0,11410291,1,0.129816785,30,97,0,6,,-1,1,"Serve others well, respect, humility",0,0,0,0,1 2 6,1,1,0,0,0,1,0,1,Sailor,,,8,,,,1,,1,0,,0,2,2,3,4,1,1,-1,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0,1 2 6,1,8,,,0,1,0,2,2,2 3 6,0,1,1,0,0,1,0
1103,2,1,0,11510027,1,0.338503046,30,1,2,6,3,-1,-1,"Performs tasks efficiently, punctuality, trustworthy",1,0,0,0.333333333,1 2 5,1,1,0,0,1,0,0,0,,Broker,19.1,19.1,1,Casher,14,,2,2,,2,2,4,2,4,2,1,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.333333333,1 2 5,0,19.1,1,14,2,2,0,1,,1 2 3 5 6,1,1,1,0,1,1,0
1762,1,0,0,11911319,1,0.619495272,30,97,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,0,0,0,,0,,4,4,4,4,4 5 6,0,0,0,1,1,1,0,-1,1,Humble and Compassionate,0,0,,0,1,Federal Police,15.1,,,15.1,,,,2,,2,0,,0,-1,1,0,4 5 6,1,15.1,,,0,2,1,3,3,1 2 6,1,1,0,0,0,1,0
1620,2,1,0,11410161,1,0.355301337,40,2,1,3,2,98,98,Punctuality,0,,,0,1 4 6,1,0,0,1,0,1,0,1,Construction,,,6,0,,,2,,2,0,,0,4,98,98,4,0,1,-1,,1,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,0,1 4 6,1,6,0,,0,2,1,,1,1 2 3,1,1,1,0,0,0,0
1417,2,1,0,11510088,1,0.834174027,46,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,-1,1,-1,,1,,4,4,4,4,1 3,1,0,1,0,0,0,0,1,1,"Hard working, takes personal ownership of work, disciplined",1,1,,1,1,Trade,7,,,7,0,,,3,,3,0,,0,1,1,1,,1,7,0,,0,3,1,,1,2 3,0,1,1,0,0,0,0
1432,2,1,0,11410490,1,0.584274634,38,9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,-1,,0,,4,4,4,4,2 5 6,0,1,0,0,1,1,0,-1,0,"Trustworthy, punctuality, Obedient",0,0,0,0,1,Trade,7,,,7,1,Trade,7,3,,3,2,,2,-1,0,0,2 5 6,1,7,1,7,2,3,0,,0,2 3 6,0,1,1,0,0,1,0
2278,1,0,0,11911445,1,0.209602418,35,9,1,3,3,-1,1,Problem solver,1,,,1,1 2 5,1,1,0,0,1,0,0,1,Pastry chef,,,9,0,,,4,,4,2,,2,4,2,4,4,-1,1,-1,,1,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,1,1 2 5,1,9,0,,2,4,0,,1,1 2 3,1,1,1,0,0,0,0
3208,1,0,0,11910792,1,0.262479905,45,3,1,4,2,-1,0,Respect for her Job.,1,,,1,1 3 4,1,0,1,1,0,0,0,1,Chef,,,9,0,,,3,,3,3,,3,1,1,1,2,-1,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,1 3 4,1,9,0,,3,3,1,,3,1 3 6,1,0,1,0,0,1,0
1432,2,1,0,11510238,1,0.93281712,40,8,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,-1,1,-1,,1,,4,4,4,4,1 2 6,1,1,0,0,0,1,0,0,-1,Completes tasks appropriately,1,,,1,1,Entrepreneur,7,,,7,0,,,3,,3,2,,2,0,-1,1,1 2 6,1,7,0,,2,3,0,,3,1 2 3 4 5 6,1,1,1,1,1,1,0
1728,2,1,0,11510249,1,0.373342764,38,1,1,3,97,0,-1,"Personable, collaborative, respectful",0,0,0,0,2 3 5,0,1,1,0,1,0,0,1,Construction,,,6,0,,,3,,3,0,,0,98,98,98,98,0,0,0,,0,,4,4,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,2 3 5,1,6,0,,0,3,0,,3,,0,0,0,0,0,0,0
1567,2,1,0,11510007,1,0.397269548,36,1,1,5,3,-1,-1,98,,,,,2 4 6,0,1,0,1,0,1,0,0,,"Construction, defense, trade (clothes)",6,6,1,Trade,7,,2,2,,0,0,1,1,4,2,-1,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,2 4 6,0,6,1,7,0,2,1,,3,1 2 3 5 6,1,1,1,0,1,1,0
1566,2,1,0,11510736,1,0.307947126,40,4,1,5,2,-1,-1,"Highly focused, good leaders, credible",1,,0,0.5,1 2 4,1,1,0,1,0,0,0,1,Manufacturing,,,3,1,School administration,16,2,,2,0,,0,2,2,3,2,0,0,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.5,1 2 4,1,3,1,16,0,2,0,,3,3 6,0,0,1,0,0,1,0
1412,2,1,0,11310068,1,0.399485209,48,3,1,97,97,98,98,Serves others well,0,,,0,2 5 6,0,1,0,0,1,1,0,1,Retail trade,,,4,0,,,4,,4,0,,0,4,2,98,4,0,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,0,2 5 6,1,4,0,,0,4,1,,0,2 3,0,1,1,0,0,0,0
1390,1,0,0,11910484,1,0.876856163,42,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,-1,1,-1,,1,,4,4,4,4,1 2 3,1,1,1,0,0,0,0,-1,-1,Work ethically and careful,,1,,1,1,Construction,6,,,6,0,,,2,,2,2,,2,-1,-1,1,1 2 3,1,6,0,,2,2,1,,1,1 2 3 6,1,1,1,0,0,1,0
2270,1,0,0,11910798,1,0.952076557,27,7,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,-1,1,-1,,1,,4,3,4,4,2 4 6,0,1,0,1,0,1,0,-1,-1,Compassionate and Trust worthy,0,0,,0,1,Construction,6,,,6,1,factory labor,3,1,,1,1,,1,-1,-1,0,2 4 6,1,6,1,3,1,1,1,,3,3,0,0,1,0,0,0,0
1428,3,0,1,12310263,1,0.312196688,38,7,0,5,,-1,-1,Punctual/uses time wisely,0,,,0,1 2 6,1,1,0,0,0,1,0,1,Government administration,,,15,,,,1,,1,0,,0,98,1,2,4,0,1,0,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,1 2 6,1,15,,,0,1,0,1,,1 3 5 6,1,0,1,0,1,1,0
1345,3,0,1,12310285,1,0.109808566,50,1,1,4,4,-1,-1,Serves others well,0,,,0,3 5 6,0,0,1,0,1,1,0,1,Repair work,,,7.1,0,,,1,,1,2,,2,98,1,1,4,0,0,0,,0,,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,3 5 6,1,7.1,0,,2,1,0,,3,3,0,0,1,0,0,0,0
1067,3,0,1,12310024,1,0.647068881,31,97,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,0,0,0,,1,,4,2,3,3,2 4 5,0,1,0,1,1,0,0,-1,-1,"Humility, obedience",0,0,,0,1,Construction,6,,,6,,,,2,,2,0,,0,-1,-1,0,2 4 5,1,6,,,0,2,0,1,,3 6,0,0,1,0,0,1,0
1850,1,0,0,11910052,1,0.665979054,55,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,-1,1,-1,,1,,3,2,4,4,3 4 6,0,0,1,1,0,1,0,-1,-1,Respect  for Customer,0,,,0,0,,,Retailer,7,7,0,,,,4,4,,3,3,-1,-1,0,3 4 6,0,7,0,,3,4,0,,0,1 2 3,1,1,1,0,0,0,0
1305,1,0,0,11911132,1,0.79341785,34,8,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,-1,-1,0,,1,,4,4,4,4,3 4 6,0,0,1,1,0,1,0,1,1,Punctual and decisive,0,1,,0.5,1,Painter,18,,,18,0,,,2,,2,0,,0,1,1,0.5,3 4 6,1,18,0,,0,2,0,,0,3,0,0,1,0,0,0,0
1515,2,1,0,11510413,1,0.121780798,60,4,1,3,3,0,-1,"Personable, patient, trustworthy",0,0,0,0,2 4 6,0,1,0,1,0,1,0,0,,Construction,6,6,0,,,,3,3,,0,0,2,1,2,2,-1,1,-1,,1,,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,2 4 6,0,6,0,,0,3,1,,1,1 2 3,1,1,1,0,0,0,0
5132,2,1,0,11610362,1,0.291455093,40,7,1,6,5,-1,-1,"Empathetic, personable, solution maker",0,0,1,0.333333333,4 5 6,0,0,0,1,1,1,0,1,Health,,,17,0,,,4,,4,2,,2,2,2,2,4,-1,1,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.333333333,4 5 6,1,17,0,,2,4,0,,2,2 3 5,0,1,1,0,1,0,0
2388,2,1,0,11610311,1,0.311564003,30,97,1,6,3,98,98,"Personable, not emotional",0,1,,0.5,2 4 6,0,1,0,1,0,1,0,1,Construction,,,6,1,Daycare,16,3,,3,0,,0,4,4,2,4,0,1,-1,,1,,2,2,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,0.5,2 4 6,1,6,1,16,0,3,0,,1,1,1,0,0,0,0,0,0
1523,2,1,0,11510105,1,0.486035262,35,4,1,3,2,-1,-1,98,,,,,1 2 6,1,1,0,0,0,1,0,1,Construction,,,6,0,,,2,,2,0,,0,4,4,2,4,-1,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,1 2 6,1,6,0,,0,2,1,,1,2 3,0,1,1,0,0,0,0
1514,1,0,0,11910958,1,0.643364063,29,9,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,0,1,-1,,0,,4,4,4,4,2 4 6,0,1,0,1,0,1,0,-1,-1,,,,,,1,Trade,7,,,7,,,,4,,4,0,,0,-1,-1,,2 4 6,1,7,,,0,4,1,2,3,1 2 3 5,1,1,1,0,1,0,0
979,3,0,1,12310096,1,0.014579922,35,97,1,3,2,-1,1,"Welcoming, cheerful",0,0,,0,1 2 4,1,1,0,1,0,0,0,1,Day laborer,,,97,0,,,2,,2,0,,0,4,1,4,4,1,0,-1,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0,1 2 4,1,97,0,,0,2,1,,2,,0,0,0,0,0,0,0
1020,3,0,1,11410309,1,0.267196894,54,4,1,6,6,0,1,Positive outlook,0,,,0,1 4 6,1,0,0,1,0,1,0,1,Government administration,,,15,1,Finance,11,3,,3,0,,0,4,4,4,4,0,1,0,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1 4 6,1,15,1,11,0,3,0,,1,1 2 3 4 5 6,1,1,1,1,1,1,0
1248,3,0,1,11410470,1,0.744569394,30,9,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,0,,0,,4,4,4,4,2 4 5,0,1,0,1,1,0,0,0,0,,,,,,0,,,Manual labor,97,97,,,,,3,3,,0,0,0,0,,2 4 5,0,97,,,0,3,1,2,2,1 3,1,0,1,0,0,0,0
1305,3,0,1,11510455,1,0.066000836,35,7,1,2,3,-1,-1,"Collaborative, fulfills duties appropriately",0,1,,0.5,2 4 6,0,1,0,1,0,1,0,1,Maintenance,,,7.1,1,Hair salon,19,2,,2,0,,0,4,4,4,4,1,0,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.5,2 4 6,1,7.1,1,19,0,2,1,,1,1 3 6,1,0,1,0,0,1,0
1050,3,0,1,11410083,1,0.672569556,34,7,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,-1,0,0,,0,,4,4,4,4,3 4 6,0,0,1,1,0,1,0,-1,-1,"Manages time wisely, performs tasks appropriately",1,1,,1,1,Government administration,15,,,15,,,,3,,3,3,,3,-1,-1,1,3 4 6,1,15,,,3,3,1,2,3,2 3 5 6,0,1,1,0,1,1,0
889,3,0,1,12310155,1,0.10077069,27,97,1,3,2,-1,0,"Hardworking, approaches work with the right attitude",1,1,,1,1 2 4,1,1,0,1,0,0,0,0,,Day laborer,97,97,1,Domestic worker,20,,2,2,,0,0,4,1,2,4,0,0,-1,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,1 2 4,0,97,1,20,0,2,1,,2,3,0,0,1,0,0,0,0
745,3,0,1,11410130,1,0.039603033,43,3,1,3,3,-1,-1,Provides good service,0,,,0,1 2 5,1,1,0,0,1,0,0,1,Driver,,,8,0,,,1,,1,2,,2,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,1 2 5,1,8,0,,2,1,,,,,0,0,0,0,0,0,0
